Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
11/03/2017,21,1347,232,81,196,2428,0,698,407,401,116,100,372,117,98,3700,1835,698,6458,419,-1,860,193,1141,443,1153,689,81,1289,958,1089,128,241,104,183,524,0,227,0,4343,86,66,78,5103
11/03/2017,22,1134,265,130,307,2430,0,713,610,454,103,122,365,108,72,3720,1856,565,6338,341,-1,821,253,1029,624,1003,828,75,1100,1118,1077,128,269,94,342,411,0,313,0,4352,89,51,44,4444
11/03/2017,23,866,209,80,226,2043,0,557,411,275,115,65,231,57,71,2801,1618,560,2133,331,-1,800,208,966,473,890,1088,85,1020,973,675,53,204,77,459,264,0,167,0,2363,67,43,41,2785
12/03/2017,0,536,70,38,170,1165,0,321,255,185,22,33,86,25,16,968,1198,425,249,243,-1,446,129,923,282,602,678,35,194,726,331,33,55,21,543,79,0,74,0,368,30,26,29,1072
12/03/2017,1,389,29,24,66,826,0,248,185,109,26,36,68,42,8,593,780,312,68,166,-1,315,88,628,189,468,313,41,104,596,178,15,27,19,454,31,0,30,0,199,20,33,33,587
12/03/2017,2,280,19,18,60,514,0,180,124,78,26,15,20,6,7,460,460,227,49,148,-1,181,63,547,42,280,212,43,104,438,64,20,30,19,415,34,0,34,0,93,12,5,6,312
12/03/2017,3,129,26,14,24,342,0,146,132,58,18,40,28,15,10,245,374,128,62,131,-1,135,44,580,54,173,172,14,83,384,22,18,5,8,272,12,0,23,0,43,11,3,6,169
12/03/2017,4,46,15,15,23,104,0,66,67,35,24,12,12,0,2,170,176,110,124,91,-1,96,41,363,64,51,71,11,64,135,29,8,12,0,90,1,0,8,0,38,3,1,0,117
12/03/2017,5,29,20,8,15,92,0,54,27,26,14,9,10,0,8,71,191,76,35,75,-1,80,28,210,15,45,32,11,54,86,9,16,13,10,56,14,0,13,0,16,5,3,3,82
12/03/2017,6,36,13,10,24,92,0,39,41,21,18,13,14,5,12,89,189,87,21,81,-1,142,10,89,58,22,46,19,76,54,7,63,24,19,18,4,0,6,0,35,8,3,2,103
12/03/2017,7,70,51,16,60,124,0,57,51,46,41,20,34,8,31,181,242,123,102,150,-1,364,107,84,96,57,33,16,196,46,13,36,33,19,23,7,0,15,0,111,10,12,7,244
12/03/2017,8,145,66,43,145,283,0,175,148,150,78,35,103,18,81,331,459,156,181,352,-1,469,91,118,178,60,42,64,332,100,66,52,46,78,63,35,0,75,0,241,32,28,17,562
12/03/2017,9,280,146,65,211,528,0,583,450,381,137,31,246,21,93,671,764,261,422,692,-1,775,166,162,408,147,128,166,746,218,129,110,104,144,105,84,0,120,0,527,73,75,50,1212
12/03/2017,10,636,241,113,195,901,0,1388,1121,695,131,58,370,66,176,1526,1256,426,1531,1073,-1,1076,233,413,702,441,242,285,1467,405,222,116,182,145,180,175,0,208,0,2441,112,122,103,2339
12/03/2017,11,945,277,180,242,1509,0,2119,1823,1230,126,67,507,83,233,2415,1599,480,2488,1464,-1,1066,247,589,923,771,442,336,2301,567,265,176,297,147,200,192,0,280,0,4531,104,118,100,2947
12/03/2017,12,1386,382,181,239,2372,0,3051,2234,1391,115,61,476,120,214,3158,1974,529,4687,1743,-1,1252,258,865,1232,1299,637,445,2553,817,369,134,251,118,168,295,0,441,0,4947,141,198,126,3799
12/03/2017,13,1827,288,122,235,2788,0,3717,2731,1527,144,83,582,168,204,3970,2303,565,6100,1928,-1,1210,192,1066,1427,1601,735,509,2789,922,479,179,323,153,213,305,0,216,0,4944,179,228,131,4641
12/03/2017,14,1821,283,149,258,2851,0,3458,3185,1472,97,88,666,154,260,3871,2351,634,6220,1798,-1,1150,219,1054,1526,1536,613,394,2654,870,604,164,276,142,209,285,0,253,0,4797,231,257,191,4605
12/03/2017,15,1726,349,211,317,2569,0,3982,3232,1492,132,60,645,187,239,4229,2503,668,5820,1316,-1,1308,288,954,1480,1481,555,401,2931,869,708,177,253,113,202,327,0,353,0,4882,242,264,177,5141
12/03/2017,16,1775,272,141,246,2566,0,3475,3092,1296,141,48,585,161,245,3982,2463,702,5673,957,-1,1341,301,988,1603,1313,511,299,2452,860,672,127,283,129,158,277,0,252,0,4612,220,182,122,4849
12/03/2017,17,2045,345,163,275,2826,0,2940,2406,869,120,90,636,164,223,3670,2432,774,5800,676,-1,1214,312,1041,1512,1359,769,189,1986,920,719,124,242,162,152,308,0,309,0,4468,196,295,198,5052
12/03/2017,18,1692,293,138,214,2476,0,2383,1413,595,146,89,619,121,199,3178,1921,556,6271,583,-1,1212,258,1086,1467,1524,779,166,1640,953,697,122,271,96,159,437,0,329,0,4742,171,313,283,4885
12/03/2017,19,1523,310,107,226,2572,0,1634,784,482,151,80,585,145,117,3033,1770,615,6576,528,-1,878,200,1063,767,1486,930,101,1386,1020,989,101,252,159,140,644,0,172,0,4748,167,167,176,5075
12/03/2017,20,1280,291,88,204,2348,0,994,603,473,113,111,596,135,89,3272,1737,566,7665,477,-1,717,258,1159,709,1224,848,94,1198,1000,1172,72,273,86,105,673,0,197,0,4570,180,84,88,5022
12/03/2017,21,978,191,105,180,1787,0,733,442,367,93,84,360,98,83,3725,1722,632,7054,365,-1,703,205,1012,481,968,618,62,1306,830,1014,147,296,100,119,470,0,278,0,3760,93,42,68,4945
12/03/2017,22,861,202,71,198,1683,0,549,375,274,72,85,212,77,71,2960,1504,424,5870,352,-1,695,171,799,378,779,490,79,748,893,827,99,284,50,262,414,0,137,0,4446,71,84,75,3992
12/03/2017,23,543,98,30,191,1390,0,370,283,183,44,34,152,40,56,1830,1206,405,2012,249,-1,551,159,695,380,675,384,63,765,836,670,34,92,32,186,199,0,68,0,2091,111,149,188,2198
13/03/2017,0,301,25,16,75,748,0,168,107,120,51,16,95,28,40,576,550,223,200,168,-1,345,72,549,223,444,132,33,154,576,333,20,38,25,113,76,0,33,0,169,97,89,124,701
13/03/2017,1,203,21,16,40,458,0,123,84,77,21,46,43,7,7,318,264,115,135,101,-1,73,41,579,163,302,100,29,126,521,187,10,9,17,100,69,0,21,0,109,14,6,10,353
13/03/2017,2,111,8,5,20,221,0,73,57,33,10,18,15,1,2,168,175,75,172,84,-1,56,29,283,70,169,37,10,72,361,57,4,22,13,109,8,0,15,0,67,23,10,12,165
13/03/2017,3,84,22,11,33,313,0,77,34,53,11,6,11,3,4,202,104,72,962,85,-1,51,32,292,35,117,35,9,89,374,37,8,41,5,76,11,0,11,0,58,14,10,11,152
13/03/2017,4,46,7,4,33,113,0,54,30,29,7,2,4,1,1,115,173,102,97,42,-1,52,29,267,21,84,30,5,58,332,15,8,12,2,73,4,0,15,0,40,7,3,2,61
13/03/2017,5,24,19,7,39,120,0,13,31,27,25,36,27,1,4,98,164,84,33,33,-1,85,53,148,25,40,30,3,54,193,6,6,5,6,21,13,0,5,0,13,7,5,3,86
13/03/2017,6,26,34,28,66,74,0,10,35,23,25,25,23,2,16,92,201,81,46,51,-1,164,32,69,66,30,22,15,69,128,5,21,24,26,14,3,0,8,0,51,12,14,4,120
13/03/2017,7,93,80,49,194,209,0,53,72,59,166,44,66,10,45,163,410,121,115,90,-1,352,56,71,105,67,37,19,167,49,33,44,33,13,22,16,0,26,0,161,126,99,86,321
13/03/2017,8,213,147,113,448,481,0,266,129,153,218,62,94,16,127,564,637,184,230,233,-1,611,123,103,210,117,48,46,571,117,58,78,59,77,58,34,0,86,0,292,575,601,271,740
13/03/2017,9,344,198,104,332,705,0,645,439,316,181,94,231,25,148,1188,1030,224,424,307,-1,792,168,182,329,190,126,50,1243,199,106,91,96,84,124,58,0,101,0,1533,689,611,288,1541
13/03/2017,10,656,212,122,232,957,0,1414,1100,685,151,113,279,60,187,4055,1584,361,1143,499,-1,1111,267,381,584,389,198,113,3698,337,127,112,194,138,130,93,0,161,0,6113,742,629,260,2825
13/03/2017,11,954,243,130,311,1475,0,2057,1585,960,155,92,235,61,188,3321,1703,421,2477,569,-1,1095,169,493,827,737,340,132,3409,449,224,144,212,92,146,154,0,230,0,5308,870,691,300,3339
13/03/2017,12,1445,297,159,338,2227,0,2795,2272,1072,178,110,353,119,242,5134,2145,479,4558,797,-1,1022,216,799,1047,1324,549,144,5153,570,321,130,292,105,148,253,0,129,0,4606,922,899,340,4583
13/03/2017,13,1799,430,146,304,2711,0,3255,2561,1165,191,133,454,188,232,4628,2552,611,6081,779,-1,1194,233,1245,1147,1539,757,135,3268,885,614,111,284,99,194,342,0,168,0,4807,1095,901,330,4808
13/03/2017,14,1755,278,177,309,2850,0,3584,2725,1369,146,109,582,150,254,4351,2626,657,6847,645,-1,1146,212,1035,1297,1472,594,101,2691,763,727,135,270,122,166,339,0,206,0,4661,1030,857,308,4652
13/03/2017,15,1749,301,147,365,2828,0,3516,2692,1128,223,134,605,169,281,3776,2371,640,6123,579,-1,1198,301,867,1321,1229,465,134,2355,743,734,120,213,98,153,259,0,161,0,4959,946,940,346,4484
13/03/2017,16,1656,219,146,391,2450,0,3068,2360,923,238,147,409,113,200,3577,2219,635,5632,532,-1,1339,193,824,1187,1011,396,120,2049,689,553,109,283,78,116,270,0,148,0,4336,1001,947,363,3923
13/03/2017,17,1821,266,165,383,2431,0,2572,1913,674,267,111,347,137,219,3073,1967,608,5149,542,-1,1082,238,805,1093,1152,436,151,1990,739,700,116,257,98,128,243,0,158,0,4168,1057,966,378,3805
13/03/2017,18,1618,233,94,329,2509,0,2104,1309,508,192,86,380,114,200,2553,1758,569,5053,516,-1,975,196,1020,793,1224,695,140,1651,764,603,70,217,109,124,235,0,142,0,4292,686,585,288,3192
13/03/2017,19,1363,247,77,296,2427,0,1341,622,344,118,131,365,87,161,2047,1379,449,5376,515,-1,763,170,940,382,1181,632,80,818,811,822,90,186,82,101,369,0,136,0,4375,499,387,229,3181
13/03/2017,20,1084,177,74,232,2034,0,687,340,291,102,93,311,100,106,1820,1187,390,5333,456,-1,683,199,869,388,1024,526,107,566,692,595,65,165,52,120,312,0,165,0,4332,315,200,186,2971
13/03/2017,21,761,111,35,152,1540,0,461,221,216,70,39,245,64,54,2719,1215,443,5342,312,-1,501,126,617,259,654,357,51,1065,592,518,85,111,71,68,283,0,83,0,4135,229,125,113,2689
13/03/2017,22,567,75,37,159,1289,0,300,259,172,62,50,120,32,49,2035,1073,315,2821,245,-1,477,101,546,171,546,278,57,1107,471,378,34,109,34,41,126,0,60,0,2298,108,65,72,1891
13/03/2017,23,271,64,32,125,543,0,150,89,63,43,22,64,10,17,594,625,199,144,199,-1,259,93,349,114,299,118,43,223,334,167,44,40,20,26,84,0,36,0,255,57,41,35,636
14/03/2017,0,90,22,4,67,241,0,86,43,28,20,13,28,6,5,233,202,70,161,117,-1,102,44,167,30,111,37,26,91,138,84,3,13,3,22,17,0,5,0,76,17,5,6,229
14/03/2017,1,114,23,5,35,73,0,34,22,22,10,4,19,1,3,92,88,27,48,47,-1,25,23,110,30,40,18,2,52,86,25,1,8,3,8,25,0,7,0,37,13,2,6,130
14/03/2017,2,29,4,2,17,50,0,69,37,5,2,7,2,2,4,52,22,9,17,40,-1,17,11,71,11,22,16,6,20,43,9,5,9,1,8,3,0,2,0,48,4,3,4,59
14/03/2017,3,24,5,1,9,32,0,19,5,5,1,2,1,1,0,33,10,7,28,33,-1,11,5,89,7,20,18,3,25,47,4,0,2,0,8,4,0,1,0,14,5,2,0,33
14/03/2017,4,16,7,12,6,41,0,7,15,17,4,4,2,0,1,45,71,29,29,30,-1,17,6,48,29,18,10,7,48,19,3,10,5,8,5,2,0,4,0,40,8,4,3,65
14/03/2017,5,37,52,40,133,58,0,28,23,17,86,25,10,5,32,109,206,88,58,63,-1,195,58,41,70,23,9,8,102,43,23,13,26,17,21,15,0,10,0,39,7,5,5,128
14/03/2017,6,86,203,194,728,183,0,136,85,99,468,83,68,8,112,334,674,240,180,108,-1,799,196,98,205,25,16,35,348,27,33,74,51,99,73,10,0,60,0,147,42,37,23,555
14/03/2017,7,364,824,781,2469,420,0,461,231,421,1911,315,190,11,276,1090,2135,651,597,312,-1,2318,653,157,517,79,40,77,1038,171,65,327,156,260,201,39,0,224,0,516,220,151,93,1701
14/03/2017,8,864,1871,1709,5240,1135,0,948,658,939,3759,500,301,20,464,2107,4536,1274,902,638,-1,4138,1360,326,750,233,130,214,2290,345,165,592,295,620,732,133,0,778,0,717,694,578,265,3509
14/03/2017,9,771,1292,1063,3117,1051,0,1057,686,953,2185,374,162,10,227,1325,2319,592,396,676,-1,2818,824,388,422,186,130,121,1380,325,149,417,198,654,589,143,0,565,0,434,1052,1015,363,2001
14/03/2017,10,940,823,498,1299,1326,0,1537,1018,1096,746,238,136,18,152,1074,1316,323,287,836,-1,1785,532,429,446,363,194,141,872,345,206,293,189,426,495,208,0,658,0,441,794,852,303,1458
14/03/2017,11,1291,633,449,1233,1652,0,1964,1532,1469,775,278,123,26,175,1301,1451,488,234,1072,-1,1615,474,589,416,689,274,170,918,500,208,277,204,409,450,192,0,533,0,429,991,843,311,1789
14/03/2017,12,2075,1699,706,1524,2758,0,3451,2699,2262,1409,533,316,58,500,1529,2055,466,629,1601,-1,2495,1005,1280,583,1178,494,205,1209,1038,363,361,336,999,950,357,0,890,0,683,1086,964,359,3017
14/03/2017,13,1993,1668,801,1695,2550,0,3693,2822,2324,1289,540,261,89,376,1559,2322,485,408,1510,-1,2494,1015,1225,537,1197,456,241,1181,935,402,388,461,988,954,391,0,852,0,717,1073,1038,377,3095
14/03/2017,14,1614,851,491,1276,2417,0,2821,1990,1639,779,287,170,35,191,1592,1778,456,291,1065,-1,1917,507,849,631,1109,340,181,1099,630,327,268,258,461,665,234,0,587,0,537,1031,888,313,2072
14/03/2017,15,1466,673,521,1528,2335,0,2618,2040,1407,994,294,164,47,191,1458,1859,487,228,725,-1,2217,525,824,629,944,346,173,1176,621,292,240,186,334,548,165,0,473,0,498,990,939,359,1714
14/03/2017,16,2034,748,1015,2803,2506,0,2703,1924,1324,2248,521,204,40,273,2000,2994,762,399,677,-1,3482,630,750,717,957,337,202,1659,665,298,408,249,299,562,140,0,436,0,643,897,892,386,2437
14/03/2017,17,2280,1367,1832,4360,2909,0,2989,1931,1429,3467,529,318,58,534,3178,4869,1484,906,767,-1,4853,1012,1022,1081,963,465,190,2851,830,366,528,361,484,755,186,0,532,0,1000,1109,932,526,4000
14/03/2017,18,1931,837,869,2116,2464,0,2269,1478,911,1545,294,340,82,361,2571,3028,865,689,691,-1,2936,540,961,900,969,579,194,2400,794,365,260,268,378,448,215,0,469,0,1049,851,617,356,3204
14/03/2017,19,1695,466,359,810,2293,0,1483,720,462,460,214,434,83,175,1472,1654,505,370,573,-1,1460,305,957,512,1120,756,142,979,773,445,93,154,157,236,207,0,197,0,599,554,231,213,2238
14/03/2017,20,1349,310,190,478,2213,0,908,393,358,225,123,394,59,135,1264,1300,394,232,482,-1,999,247,856,419,923,510,113,618,768,711,70,113,88,251,275,0,193,0,425,483,128,165,1935
14/03/2017,21,858,175,115,317,1598,0,659,354,300,146,120,400,89,84,1300,1080,308,109,430,-1,735,144,667,415,722,548,102,813,712,568,101,108,62,138,248,0,273,0,311,308,101,133,1471
14/03/2017,22,470,187,87,193,1032,0,277,190,164,75,55,191,36,38,1152,925,273,67,273,-1,607,146,502,214,453,244,71,1095,459,363,56,66,70,80,195,0,89,0,220,141,75,72,1246
14/03/2017,23,254,60,30,127,604,0,166,88,91,41,20,106,22,19,470,531,186,36,191,-1,312,74,406,173,263,186,40,260,299,171,29,41,44,30,66,0,62,0,107,62,48,45,588
15/03/2017,0,136,31,13,59,207,0,56,52,39,9,9,37,1,6,194,190,69,28,149,-1,99,48,244,51,147,50,17,88,154,83,9,7,23,33,21,0,20,0,49,36,21,19,237
15/03/2017,1,75,11,5,28,174,0,50,30,19,6,10,17,1,4,57,96,27,6,85,-1,31,10,112,18,54,39,15,37,143,19,11,31,4,17,11,0,6,0,31,4,3,5,93
15/03/2017,2,40,10,5,4,100,0,26,31,18,5,5,4,1,1,44,14,5,8,49,-1,30,12,53,20,32,22,6,27,51,14,12,2,3,21,2,0,7,0,5,3,1,1,35
15/03/2017,3,32,15,3,5,45,0,17,3,7,6,3,7,0,2,28,17,7,33,24,-1,19,8,64,14,6,6,5,41,25,8,6,3,6,6,1,0,3,0,6,2,1,1,37
15/03/2017,4,26,15,6,13,39,0,5,10,15,9,5,1,1,3,42,74,41,17,29,-1,18,6,30,15,19,17,4,71,27,13,11,2,10,9,15,0,9,0,8,1,3,3,38
15/03/2017,5,32,55,34,145,90,0,44,24,26,84,25,13,3,44,103,216,78,39,37,-1,224,55,26,61,13,3,8,98,21,9,15,27,21,35,3,0,28,0,51,10,5,4,169
15/03/2017,6,109,251,161,655,175,0,112,88,122,560,87,144,33,130,400,825,283,207,91,-1,862,236,110,297,25,11,38,364,39,26,114,42,88,236,11,0,80,0,174,36,25,17,814
15/03/2017,7,337,736,709,2392,384,0,366,241,384,1787,322,215,12,278,1085,1978,686,645,260,-1,2271,628,234,539,97,66,87,991,245,70,267,212,293,220,37,0,253,0,478,231,177,96,1658
15/03/2017,8,920,1959,1750,5230,987,0,911,587,924,3780,556,332,31,411,1984,4477,1238,927,542,-1,4503,1290,397,807,212,149,182,329,310,169,596,313,660,859,137,0,746,0,708,632,706,309,3670
15/03/2017,9,842,1442,1191,3042,967,0,1012,709,883,2055,381,203,17,226,1231,2142,548,509,583,-1,2766,849,356,473,204,159,117,0,315,147,502,173,673,756,151,0,612,0,410,807,854,332,1850
15/03/2017,10,1094,1271,932,1269,1241,0,1486,1009,1179,738,276,146,17,152,1068,1243,283,339,578,-1,1827,496,485,315,456,191,110,0,388,126,237,188,499,550,156,0,589,0,352,644,841,307,1377
15/03/2017,11,1196,691,495,1142,1826,0,2380,1508,1595,729,250,147,14,184,1287,1353,433,344,723,-1,1775,478,560,235,691,247,147,0,494,189,219,209,419,669,187,0,544,0,357,832,910,363,1541
15/03/2017,12,1931,1657,672,1375,2716,0,3355,2767,2347,1550,623,293,62,529,1585,2192,478,454,1132,-1,2650,1017,1269,374,1198,471,133,0,955,410,324,321,968,1075,359,0,981,0,483,1048,989,346,3056
15/03/2017,13,2025,1627,635,1599,2628,0,3592,2809,2389,1345,525,233,65,402,1565,2312,470,445,991,-1,2746,922,1180,404,1129,417,130,0,917,443,376,421,994,1031,319,0,848,0,726,1024,1094,327,2842
15/03/2017,14,1751,798,529,1248,2381,0,2861,2045,1668,868,324,185,41,189,1383,1848,443,223,678,-1,2028,588,864,301,993,328,128,0,656,313,279,237,494,633,197,0,563,0,602,960,968,219,1802
15/03/2017,15,1591,653,586,1458,2308,0,2566,1962,1418,1079,346,162,32,183,1624,2042,499,334,610,-1,2386,575,757,331,871,383,126,0,580,277,272,204,330,518,202,0,465,0,698,872,1039,184,1811
15/03/2017,16,2023,772,915,2555,2404,0,2542,2104,1245,2274,424,220,46,263,1982,2928,740,547,644,-1,3546,692,816,725,839,361,144,0,643,344,440,274,334,514,207,0,410,0,578,980,1090,171,2423
15/03/2017,17,2279,1254,1787,4135,2662,0,3031,2012,1389,3259,594,320,67,481,2813,4948,1448,880,924,-1,4923,1042,1032,1195,934,480,242,0,854,348,625,351,521,641,217,0,570,0,955,1132,1251,228,3935
15/03/2017,18,1905,808,901,1977,2510,0,2574,1550,1000,1475,180,345,47,355,2129,3173,833,696,1034,-1,2819,547,1011,816,1141,607,294,0,741,371,296,237,321,435,177,0,454,0,891,929,829,143,3067
15/03/2017,19,1644,448,301,791,2452,0,1547,808,466,472,219,413,59,184,1486,1700,486,318,1201,-1,1457,273,921,496,1119,681,241,0,908,385,122,174,201,278,224,0,242,0,567,594,396,115,2165
15/03/2017,20,1399,284,171,530,2136,0,954,491,328,192,146,421,100,156,1060,1434,365,257,1161,-1,918,215,797,359,926,636,288,0,708,570,88,141,144,176,257,0,211,0,380,466,291,200,1786
15/03/2017,21,947,277,133,361,1635,0,689,342,310,126,84,425,115,94,1084,1190,334,131,843,-1,815,185,565,277,807,425,214,0,621,692,78,82,108,158,203,0,260,0,312,285,145,93,1596
15/03/2017,22,624,176,84,212,1094,0,459,244,178,73,54,216,37,68,777,955,249,77,579,-1,548,136,505,252,599,363,142,0,449,440,69,117,108,100,168,0,122,0,194,139,57,61,1105
15/03/2017,23,269,88,35,176,558,0,250,176,124,78,32,99,23,25,403,549,163,54,212,-1,383,90,621,109,267,254,48,0,343,220,55,55,41,54,80,0,53,0,107,71,31,48,604
16/03/2017,0,119,23,12,60,274,0,100,49,72,20,7,35,13,8,139,227,73,36,119,-1,162,44,267,50,153,103,49,0,145,91,11,7,10,50,36,0,22,0,58,32,14,34,251
16/03/2017,1,112,21,11,32,146,0,60,35,30,9,1,7,4,8,66,81,16,10,100,-1,42,22,245,23,95,53,10,0,151,62,4,14,12,30,35,0,7,0,35,36,22,19,107
16/03/2017,2,42,7,4,12,79,0,40,28,19,4,3,9,1,1,26,34,10,8,80,-1,31,11,200,18,83,33,10,0,86,10,2,7,3,14,3,0,5,0,14,11,14,13,61
16/03/2017,3,32,13,2,9,39,0,42,16,9,0,2,11,2,0,32,30,2,4,60,-1,27,17,46,8,20,30,4,0,59,10,2,9,1,17,6,0,4,0,9,10,4,3,27
16/03/2017,4,15,15,4,9,31,0,8,10,22,6,6,5,0,3,40,56,25,4,30,-1,20,6,50,28,23,17,3,0,46,6,6,3,9,8,9,0,7,0,11,3,2,1,35
16/03/2017,5,16,49,32,151,71,0,44,30,26,94,19,24,6,38,113,234,97,51,84,-1,231,42,31,68,11,4,14,0,12,20,22,24,25,23,18,0,19,0,51,9,4,2,156
16/03/2017,6,79,252,225,708,156,0,104,67,107,613,114,149,29,156,399,853,290,224,145,-1,869,202,65,289,36,31,38,0,35,27,103,63,88,86,7,0,75,0,160,40,37,25,790
16/03/2017,7,367,880,871,3108,381,0,317,240,423,1732,369,116,15,275,1015,2063,634,361,253,-1,2660,683,154,466,89,47,75,0,240,73,293,170,261,198,48,0,316,0,282,142,121,61,1717
16/03/2017,8,921,2183,2040,5528,967,0,866,561,958,3733,637,186,16,411,2010,4345,1440,534,608,-1,4428,1501,283,748,208,113,214,0,401,137,635,258,755,678,123,0,736,0,436,560,575,232,3355
16/03/2017,9,693,1227,1051,2881,772,0,952,676,859,2209,421,146,16,210,1467,2129,480,401,763,-1,2570,838,277,347,168,120,139,0,287,125,461,158,602,580,138,0,564,0,374,815,812,312,1820
16/03/2017,10,820,766,582,1246,1202,0,1353,1002,1141,873,302,121,16,139,1093,1354,336,276,817,-1,1755,510,473,328,357,213,164,0,409,193,263,181,494,494,137,0,556,0,355,714,866,290,1360
16/03/2017,11,1015,756,512,966,1461,0,1717,1530,1505,716,299,175,21,160,1368,1379,484,327,1110,-1,1523,457,650,324,608,293,192,0,486,212,197,201,424,473,214,0,566,0,445,791,536,286,1563
16/03/2017,12,1807,1577,657,1245,2511,0,2866,2646,2201,1385,538,265,44,497,1540,2121,472,420,1672,-1,2260,843,1353,462,1075,602,277,0,983,301,311,249,1090,959,296,0,871,0,576,1049,794,312,2925
16/03/2017,13,1858,1579,685,1447,2565,0,3033,3074,2367,1291,498,292,106,446,1624,2167,612,444,1608,-1,2256,872,1457,421,1130,690,291,0,988,420,330,310,1089,1000,365,0,779,0,744,1182,904,300,2986
16/03/2017,14,1788,925,577,1230,2464,0,2505,2376,1788,847,313,217,37,228,1599,2040,625,458,1231,-1,1955,535,987,580,865,486,238,0,692,315,226,170,544,599,245,0,638,0,673,920,711,267,2004
16/03/2017,15,1877,809,599,1460,2375,0,2672,2441,1613,992,346,207,37,216,1734,2114,611,412,902,-1,2249,487,804,906,930,431,169,0,632,273,191,186,346,568,224,0,553,0,727,935,714,280,2023
16/03/2017,16,2018,816,994,2747,2557,0,2512,2535,1583,2040,408,222,36,279,2146,3054,871,435,756,-1,3396,583,921,1155,968,356,245,0,635,274,358,177,420,615,200,0,434,0,703,948,727,305,2582
16/03/2017,17,2543,1309,1909,4319,3002,0,3230,2378,1692,3205,542,304,70,518,3064,4921,1602,885,859,-1,4295,1187,1140,1357,1120,529,228,0,878,330,591,347,534,768,238,0,590,0,1011,1103,608,463,4088
16/03/2017,18,1963,886,852,2044,2733,0,2856,2093,1098,1453,336,365,72,333,2654,3185,981,1012,767,-1,2740,677,1075,968,1204,677,208,0,951,488,350,280,403,513,242,0,437,0,945,822,458,297,3253
16/03/2017,19,1541,462,356,857,2348,0,2169,1343,693,462,210,402,63,189,1936,1982,568,1038,618,-1,1520,362,1086,596,1252,741,148,0,919,475,219,216,229,297,300,0,498,0,623,400,247,200,2465
16/03/2017,20,1439,305,174,493,2154,0,1579,910,420,219,101,312,73,118,1186,1618,421,287,567,-1,1059,291,993,416,1039,621,142,0,812,624,106,163,125,228,268,0,211,0,360,339,246,134,1856
16/03/2017,21,936,211,118,315,1937,0,854,412,274,154,87,245,75,68,1234,1476,397,306,470,-1,811,167,701,372,755,434,110,0,667,497,74,98,108,183,284,0,194,0,254,267,254,130,1649
16/03/2017,22,610,221,120,213,1426,0,476,285,267,120,63,150,35,47,1503,1209,281,972,325,-1,584,113,666,212,514,436,102,0,642,313,80,143,96,131,148,0,330,0,233,99,75,68,1516
16/03/2017,23,267,100,68,173,655,0,204,118,108,51,24,78,29,24,423,694,179,51,209,-1,361,69,485,119,384,405,56,0,350,263,41,56,47,110,82,0,72,0,113,82,50,41,624
17/03/2017,0,157,50,23,65,401,0,120,68,64,35,14,32,12,14,166,246,82,57,207,-1,189,67,255,52,184,452,32,0,232,87,12,24,23,61,28,0,37,0,68,13,19,21,270
17/03/2017,1,86,18,8,15,235,0,54,33,44,18,10,4,0,9,65,100,45,19,160,-1,72,16,222,53,66,91,15,0,206,39,8,23,10,26,15,0,15,0,41,24,7,7,113
17/03/2017,2,35,15,13,12,152,0,34,21,34,7,4,3,0,3,55,51,8,13,102,-1,31,13,230,8,56,63,11,0,162,10,5,11,4,17,4,0,15,0,13,6,4,3,54
17/03/2017,3,33,8,1,9,178,0,41,22,13,2,3,2,2,2,42,42,16,7,68,-1,28,14,247,7,76,95,6,0,65,15,0,5,8,7,6,0,1,0,14,2,2,1,38
17/03/2017,4,32,11,4,8,62,0,23,29,24,5,2,5,0,2,49,78,47,10,27,-1,24,4,166,15,25,73,7,0,43,2,7,4,9,8,1,0,6,0,6,6,2,5,80
17/03/2017,5,28,65,30,112,72,0,30,25,21,75,29,20,6,52,116,299,105,46,89,-1,247,44,52,69,21,19,19,0,44,24,12,22,9,22,23,0,21,0,48,14,4,4,174
17/03/2017,6,71,218,215,693,186,0,138,74,113,570,104,109,29,127,351,835,243,218,177,-1,805,209,140,262,39,33,45,0,42,31,95,62,108,80,9,0,73,0,145,27,21,10,779
17/03/2017,7,309,716,751,2287,375,0,382,309,465,1761,336,189,14,281,1061,1976,605,571,327,-1,2201,626,184,473,93,63,82,0,209,99,239,185,268,244,39,0,227,0,366,148,115,72,1583
